;Brand;Model;YearMonth;cleaned_Price;Price_Eval;Kilometer;Gear_Type;Fuel_Type;Consumption;CO2_g_km;Power_PS;Price_per_km;Fuel_Cost_per_100km;Annual_Fuel_Cost;CO2_per_year;CO2_Emission_Category
497;Mazda;2;2013-04-01;5500.0;Guter Preis;156450.0;Schaltgetriebe;Benzin;5.8;137.0;102.0;0.03515500159795462;10.266;1899.98;2535.52;True
498;Opel;Meriva;2013-12-01;9990.0;Sehr guter Preis;76407.0;Automatik;Benzin;;;140.0;0.1307471828497389;;;;True
499;BMW;X6;2014-09-01;26880.0;Sehr guter Preis;68520.0;Automatik;Diesel;7.4;195.0;245.0;0.3922942206654991;12.209999999999999;2259.76;3608.95;True
500;Opel;Corsa;2013-06-01;3999.0;Fairer Preis;183026.0;Schaltgetriebe;Diesel;4.4;117.0;95.0;0.021849354736485527;7.26;1343.64;2165.37;True
501;Ford;Focus;2019-06-01;7500.0;Sehr guter Preis;182091.0;Automatik;Diesel;4.7;122.0;120.0;0.041188197110236094;7.755;1435.25;2257.91;True
502;Jeep;Compass;2013-08-01;6500.0;Fairer Preis;166000.0;Schaltgetriebe;Diesel;6.6;175.0;163.0;0.0391566265060241;10.889999999999999;2015.46;3238.8;True
503;BMW;218;2015-10-01;12999.0;Sehr guter Preis;96310.0;Automatik;Diesel;4.1;109.0;150.0;0.13497040805731492;6.764999999999999;1252.03;2017.31;True
504;Nissan;NV200;2014-03-01;7990.0;Sehr guter Preis;154332.0;Schaltgetriebe;Diesel;5.5;146.0;110.0;0.05177150558536143;9.075;1679.55;2702.09;True
505;Fiat;Tipo;2016-11-01;6500.0;Sehr guter Preis;69000.0;Schaltgetriebe;Benzin;;;95.0;0.09420289855072464;;;;True
506;Audi;A6;2014-07-01;12970.0;Keine Information;218000.0;Automatik;Diesel;;;313.0;0.0594954128440367;;;;True
507;Mercedes-Benz;B 180;2013-04-01;8380.0;Sehr guter Preis;174395.0;Automatik;Diesel;4.6;122.0;109.0;0.048051836348519165;7.589999999999999;1404.72;2257.91;True
508;Volkswagen;Golf Variant;2016-12-01;7780.0;Guter Preis;197000.0;Schaltgetriebe;Diesel;4.0;103.0;110.0;0.03949238578680203;6.6;1221.49;1906.27;True
509;Opel;Corsa-e;2014-12-01;8600.0;Sehr guter Preis;36000.0;Automatik;Benzin;4.8;112.0;90.0;0.2388888888888889;8.496;1572.39;2072.84;True
510;Volkswagen;Golf;2015-05-01;4970.0;Guter Preis;305484.0;Schaltgetriebe;Diesel;;;110.0;0.016269264511398304;;;;True
511;SEAT;Leon;2015-11-01;7900.0;Sehr guter Preis;151100.0;Schaltgetriebe;Diesel;;;150.0;0.05228325612177366;;;;True
512;Opel;Corsa;2016-04-01;7700.0;Sehr guter Preis;79500.0;Schaltgetriebe;Benzin;5.6;128.0;90.0;0.09685534591194969;9.911999999999999;1834.46;2368.95;True
513;Ford;C-Max;2013-09-01;5990.0;Guter Preis;110323.0;Schaltgetriebe;Benzin;5.1;121.0;125.0;0.054295115252485884;9.027;1670.67;2239.4;True
514;Opel;Astra;2017-02-01;5690.0;Guter Preis;193768.0;Schaltgetriebe;Diesel;3.5;92.0;110.0;0.029365013830973122;5.7749999999999995;1068.81;1702.69;True
515;Mercedes-Benz;B 200;2015-06-01;8999.0;Guter Preis;232943.0;Schaltgetriebe;Diesel;4.3;114.0;136.0;0.0386317682866624;7.095;1313.1;2109.85;True
516;Volkswagen;Caddy;2014-09-01;11950.0;Sehr guter Preis;85136.0;Schaltgetriebe;Diesel;5.7;149.0;102.0;0.14036365344859988;9.405;1740.63;2757.61;True
517;Ford;B-Max;2014-07-01;5950.0;Guter Preis;140000.0;Automatik;Benzin;6.4;152.0;105.0;0.0425;11.328000000000001;2096.52;2813.13;True
518;Mercedes-Benz;C 180;2014-03-01;11000.0;Keine Information;100733.0;Automatik;Benzin;;;156.0;0.10919956717262466;;;;True
519;Jeep;Compass;2013-08-01;6500.0;Fairer Preis;166000.0;Schaltgetriebe;Diesel;6.6;175.0;163.0;0.0391566265060241;10.889999999999999;2015.46;3238.8;True
520;Mercedes-Benz;C 220;2014-09-01;14990.0;Keine Information;149919.0;Automatik;Diesel;4.3;114.0;170.0;0.09998732648963773;7.095;1313.1;2109.85;True
521;Audi;A6;2016-02-01;12950.0;Sehr guter Preis;188780.0;Schaltgetriebe;Diesel;4.6;;190.0;0.06859836847123636;7.589999999999999;1404.72;;True
522;Volkswagen;Golf;2013-09-01;9999.0;Sehr guter Preis;40000.0;Schaltgetriebe;Benzin;6.5;152.0;122.0;0.249975;11.505;2129.28;2813.13;True
523;Mercedes-Benz;E 250;2015-10-01;15999.0;Sehr guter Preis;192996.0;Automatik;Diesel;;;204.0;0.08289809115214823;;;;True
524;Audi;A4;2013-02-01;12410.0;Sehr guter Preis;155921.0;Automatik;Diesel;;;177.0;0.07959158804779344;;;;True
525;Ford;S-Max;2016-04-01;8990.0;Keine Information;124869.0;Schaltgetriebe;Benzin;;;160.0;0.07199545123289207;;;;True
526;Mercedes-Benz;C 220;2015-03-01;12990.0;Sehr guter Preis;190282.0;Automatik;Diesel;4.3;108.0;170.0;0.0682670983067237;7.095;1313.1;1998.81;True
527;Toyota;Verso-S;2014-09-01;9490.0;Sehr guter Preis;83300.0;Automatik;Benzin;5.2;120.0;101.0;0.11392557022809123;9.204;1703.43;2220.89;True
528;BMW;318;2015-02-01;7990.0;Sehr guter Preis;244171.0;Automatik;Diesel;4.5;119.0;143.0;0.03272296873912135;7.425;1374.18;2202.39;True
529;BMW;X1;2013-11-01;9890.0;Fairer Preis;218950.0;Automatik;Diesel;5.5;146.0;184.0;0.04517013016670473;9.075;1679.55;2702.09;True
530;Skoda;Octavia;2014-11-01;11590.0;Guter Preis;164600.0;Schaltgetriebe;Diesel;4.6;122.0;184.0;0.0704131227217497;7.589999999999999;1404.72;2257.91;True
531;Opel;Insignia;2013-11-01;4499.0;Guter Preis;233720.0;Schaltgetriebe;Diesel;3.9;103.0;140.0;0.0192495293513606;6.435;1190.95;1906.27;True
532;Audi;A4;2018-06-01;13700.0;Sehr guter Preis;129900.0;Automatik;Benzin;5.7;;150.0;0.10546574287913779;10.089;1867.22;;True
533;Skoda;Fabia;2014-03-01;8499.0;Sehr guter Preis;108100.0;Automatik;Benzin;5.3;126.0;105.0;0.07862164662349676;9.381;1736.18;2331.94;True
534;BMW;218;2016-02-01;7850.0;Guter Preis;309000.0;Automatik;Diesel;4.1;109.0;150.0;0.02540453074433657;6.764999999999999;1252.03;2017.31;True
535;Volkswagen;Sharan;2014-05-01;8399.0;Sehr guter Preis;281493.0;Automatik;Diesel;5.7;149.0;140.0;0.029837331656559843;9.405;1740.63;2757.61;True
536;BMW;216;2016-01-01;10680.0;Sehr guter Preis;91952.0;Schaltgetriebe;Benzin;5.1;118.0;102.0;0.11614755524621542;9.027;1670.67;2183.88;True
537;Skoda;Yeti;2014-04-01;9900.0;Sehr guter Preis;84326.0;Automatik;Benzin;;;105.0;0.1174015131750587;;;;True
538;BMW;218;2015-10-01;12999.0;Sehr guter Preis;96310.0;Automatik;Diesel;4.1;109.0;150.0;0.13497040805731492;6.764999999999999;1252.03;2017.31;True
539;Dacia;Dokker;2015-11-01;7499.0;Sehr guter Preis;124100.0;Schaltgetriebe;Benzin;;;116.0;0.06042707493956487;;;;True
540;Mercedes-Benz;E 300;2013-07-01;15999.0;Fairer Preis;208277.0;Automatik;Diesel;5.5;157.0;231.0;0.07681597103856883;9.075;1679.55;2905.67;True
541;Audi;SQ5;2014-07-01;19490.0;Keine Information;147812.0;Automatik;Diesel;6.8;180.0;313.0;0.13185668281330337;11.219999999999999;2076.54;3331.34;True
542;Hyundai;i10;2014-04-01;6990.0;Guter Preis;86250.0;Schaltgetriebe;Benzin;4.9;116.0;87.0;0.08104347826086956;8.673;1605.15;2146.86;True
543;Hyundai;i10;2016-03-01;7990.0;Sehr guter Preis;38025.0;Schaltgetriebe;Benzin;4.7;108.0;67.0;0.2101249178172255;8.319;1539.64;1998.81;True
544;Nissan;Qashqai;2020-06-01;9900.0;Sehr guter Preis;350000.0;Schaltgetriebe;Diesel;3.8;100.0;116.0;0.028285714285714286;6.27;1160.42;1850.75;True
545;Volkswagen;Passat Variant;2014-09-01;8999.0;Guter Preis;159946.0;Schaltgetriebe;Diesel;4.6;120.0;140.0;0.05626273867430258;7.589999999999999;1404.72;2220.89;True
546;Volkswagen;Touran;2013-02-01;9799.0;Sehr guter Preis;175451.0;Schaltgetriebe;Diesel;4.8;125.0;140.0;0.055850351380157426;7.919999999999999;1465.79;2313.43;True
547;BMW;320;2013-03-01;15700.0;Guter Preis;84318.0;Automatik;Diesel;;;184.0;0.18619986242557934;;;;True
548;Volkswagen;Passat;2017-01-01;10900.0;Sehr guter Preis;207700.0;Automatik;Diesel;4.4;;150.0;0.05247953779489649;7.26;1343.64;;True
549;Volkswagen;Golf;2013-11-01;17480.0;Erhöhter Preis;125712.0;Automatik;Diesel;4.5;119.0;184.0;0.13904798269059437;7.425;1374.18;2202.39;True
550;BMW;118;2015-03-01;9799.0;Guter Preis;140636.0;Schaltgetriebe;Benzin;5.7;135.0;136.0;0.06967632754060127;10.089;1867.22;2498.51;True
551;Toyota;Avensis;2014-01-01;8600.0;Guter Preis;189392.0;Schaltgetriebe;Diesel;6.2;163.0;150.0;0.045408464982681425;10.23;1893.31;3016.72;True
552;Renault;Talisman;2017-10-01;14990.0;Sehr guter Preis;67858.0;Automatik;Diesel;;;160.0;0.22090247281086975;;;;True
553;Nissan;Qashqai;2014-09-01;10999.0;Sehr guter Preis;96500.0;Schaltgetriebe;Diesel;4.4;115.0;131.0;0.11397927461139896;7.26;1343.64;2128.36;True
554;Jeep;Renegade;2015-03-01;12960.0;Sehr guter Preis;102632.0;Automatik;Diesel;5.8;150.0;140.0;0.12627640501987683;9.569999999999999;1771.16;2776.12;True
555;Volkswagen;Touareg;2014-01-01;21790.0;Guter Preis;193000.0;Automatik;Diesel;;;340.0;0.11290155440414508;;;;True
556;Nissan;NV200;2014-03-01;7990.0;Sehr guter Preis;154332.0;Schaltgetriebe;Diesel;5.5;146.0;110.0;0.05177150558536143;9.075;1679.55;2702.09;True
557;Audi;A4;2016-02-01;13499.0;Guter Preis;211000.0;Automatik;Diesel;4.3;116.0;150.0;0.06397630331753555;7.095;1313.1;2146.86;True
558;Volkswagen;Passat Alltrack;2014-11-01;11900.0;Fairer Preis;158896.0;Schaltgetriebe;Diesel;5.7;150.0;140.0;0.07489175309636492;9.405;1740.63;2776.12;True
559;Toyota;Yaris;2013-11-01;4900.0;Guter Preis;258660.0;Schaltgetriebe;Diesel;4.1;104.0;90.0;0.018943787211010595;6.764999999999999;1252.03;1924.78;True
560;Volkswagen;Tiguan;2014-12-01;16990.0;Guter Preis;87670.0;Automatik;Diesel;6.0;;140.0;0.19379491274096042;9.899999999999999;1832.24;;True
561;Nissan;Qashqai;2015-10-01;9990.0;Guter Preis;120000.0;Schaltgetriebe;Diesel;3.8;99.0;110.0;0.08325;6.27;1160.42;1832.24;True
562;BMW;435;2016-07-01;21880.0;Sehr guter Preis;106245.0;Automatik;Diesel;;;313.0;0.20593910301661256;;;;True
563;Volkswagen;Passat Variant;2018-11-01;14480.0;Sehr guter Preis;148931.0;Automatik;Diesel;0.0;0.0;150.0;0.09722623228206351;0.0;0.0;0.0;True
564;Audi;A6 allroad;2017-01-01;17900.0;Sehr guter Preis;198999.0;Automatik;Diesel;5.6;149.0;272.0;0.08995020075477766;9.239999999999998;1710.09;2757.61;True
565;Porsche;Macan;2014-08-01;23999.0;Sehr guter Preis;156493.0;Automatik;Benzin;9.0;213.0;340.0;0.15335510214514386;15.93;2948.24;3942.09;True
566;Ford;Kuga;2017-01-01;8650.0;Sehr guter Preis;139693.0;Schaltgetriebe;Benzin;;;150.0;0.061921499287723794;;;;True
567;Porsche;Panamera;2013-05-01;27850.0;Guter Preis;163000.0;Automatik;Benzin;10.8;254.0;400.0;0.17085889570552149;19.116000000000003;3537.89;4700.89;False
568;Peugeot;Traveller;2017-09-01;16995.0;Guter Preis;196000.0;Schaltgetriebe;Diesel;5.3;139.0;150.0;0.08670918367346939;8.745;1618.48;2572.54;True
569;Toyota;Auris;;;Keine Information;;Keine Information;Keine Information;;;;;;;;True
570;Audi;A4;2013-10-01;6750.0;Sehr guter Preis;312000.0;Schaltgetriebe;Diesel;4.8;127.0;177.0;0.021634615384615384;7.919999999999999;1465.79;2350.45;True
571;Renault;Captur;2014-11-01;11890.0;Guter Preis;50330.0;Automatik;Benzin;;;120.0;0.2362408106497119;;;;True
572;Mazda;MX-5;2013-04-01;10490.0;Sehr guter Preis;135760.0;Schaltgetriebe;Benzin;;;126.0;0.07726870948733058;;;;True
573;BMW;116;2017-03-01;9990.0;Sehr guter Preis;157445.0;Schaltgetriebe;Diesel;;;116.0;0.06345072882593922;;;;True
574;Renault;Scenic;2015-06-01;5900.0;Guter Preis;227000.0;Schaltgetriebe;Diesel;4.4;117.0;131.0;0.025991189427312777;7.26;1343.64;2165.37;True
575;Fiat;Tipo;2016-11-01;6500.0;Sehr guter Preis;69000.0;Schaltgetriebe;Benzin;;;95.0;0.09420289855072464;;;;True
576;Volkswagen;Caddy;2015-12-01;10500.0;Fairer Preis;238944.0;Schaltgetriebe;Diesel;4.7;122.0;102.0;0.04394335074327039;7.755;1435.25;2257.91;True
577;BMW;116;2014-12-01;8499.0;Fairer Preis;255050.0;Schaltgetriebe;Diesel;4.3;114.0;116.0;0.033322877867084884;7.095;1313.1;2109.85;True
578;Opel;Mokka;2013-03-01;9780.0;Sehr guter Preis;105000.0;Schaltgetriebe;Benzin;6.3;149.0;140.0;0.09314285714285714;11.151;2063.77;2757.61;True
579;Mercedes-Benz;C 250;2015-10-01;16480.0;Sehr guter Preis;151500.0;Automatik;Benzin;;0.0;211.0;0.10877887788778878;;;0.0;True
580;Volkswagen;Golf;2015-11-01;14900.0;Guter Preis;18884.0;Automatik;Benzin;4.9;112.0;110.0;0.7890277483583986;8.673;1605.15;2072.84;True
581;Peugeot;5008;2017-10-01;11790.0;Keine Information;114607.0;Schaltgetriebe;Benzin;;;131.0;0.10287329744256458;;;;True
582;Opel;Mokka X;2017-06-01;11880.0;Sehr guter Preis;101266.0;Automatik;Diesel;;;136.0;0.11731479469910927;;;;True
583;Renault;Captur;2014-10-01;6990.0;Sehr guter Preis;191000.0;Schaltgetriebe;Diesel;3.6;95.0;90.0;0.03659685863874346;5.9399999999999995;1099.34;1758.21;True
584;Renault;Megane;2018-07-01;8500.0;Guter Preis;180000.0;Automatik;Diesel;3.7;95.0;110.0;0.04722222222222222;6.1049999999999995;1129.88;1758.21;True
585;Audi;A5;2014-07-01;16990.0;Fairer Preis;170052.0;Automatik;Diesel;5.8;154.0;245.0;0.09991061557641193;9.569999999999999;1771.16;2850.15;True
586;BMW;330;2016-12-01;19998.0;Sehr guter Preis;68500.0;Automatik;Benzin;6.2;144.0;252.0;0.2919416058394161;10.974;2031.01;2665.07;True
587;BMW;320;2020-05-01;15550.0;Sehr guter Preis;217000.0;Automatik;Diesel;;;190.0;0.07165898617511521;;;;True
588;Citroen;Grand C4 Picasso;2014-05-01;7400.0;Guter Preis;212400.0;Automatik;Diesel;4.4;115.0;150.0;0.03483992467043315;7.26;1343.64;2128.36;True
589;Opel;Astra;2014-12-01;4700.0;Guter Preis;194500.0;Schaltgetriebe;Diesel;3.7;;110.0;0.02416452442159383;6.1049999999999995;1129.88;;True
590;Dodge;RAM;2013-04-01;24990.0;Sehr guter Preis;119500.0;Automatik;Benzin;;;401.0;0.2091213389121339;;;;True
591;Volkswagen;Golf;2015-03-01;9999.0;Sehr guter Preis;136400.0;Schaltgetriebe;Benzin;5.2;119.0;140.0;0.07330645161290322;9.204;1703.43;2202.39;True
592;Toyota;Aygo;2015-06-01;7900.0;Guter Preis;50500.0;Schaltgetriebe;Benzin;4.1;95.0;69.0;0.15643564356435644;7.257;1343.09;1758.21;True
593;Ford;C-Max;2015-06-01;8990.0;Guter Preis;99251.0;Schaltgetriebe;Benzin;6.2;146.0;125.0;0.0905784324591188;10.974;2031.01;2702.09;True
594;Audi;A6;2014-07-01;12970.0;Keine Information;218000.0;Automatik;Diesel;;;313.0;0.0594954128440367;;;;True
595;Toyota;Verso;2014-09-01;12290.0;Sehr guter Preis;83532.0;Schaltgetriebe;Benzin;6.8;158.0;147.0;0.14712924388258392;12.036;2227.56;2924.18;True
596;Volkswagen;Golf GTI;2016-08-01;16890.0;Sehr guter Preis;100103.0;Automatik;Benzin;;;230.0;0.16872621200163831;;;;True
597;Audi;A4;2015-07-01;13990.0;Guter Preis;133797.0;Automatik;Benzin;6.2;144.0;170.0;0.10456138777401586;10.974;2031.01;2665.07;True
598;Skoda;Rapid/Spaceback;2018-08-01;9810.0;Sehr guter Preis;102000.0;Schaltgetriebe;Benzin;;;110.0;0.0961764705882353;;;;True
599;Honda;Civic;2015-10-01;13480.0;Fairer Preis;78272.0;Schaltgetriebe;Benzin;5.8;137.0;141.0;0.1722199509403107;10.266;1899.98;2535.52;True
600;Skoda;Fabia;2015-05-01;12490.0;Sehr guter Preis;59992.0;Automatik;Benzin;4.7;109.0;110.0;0.20819442592345647;8.319;1539.64;2017.31;True
601;Audi;A6;2014-04-01;14980.0;Guter Preis;138000.0;Schaltgetriebe;Diesel;;0.0;177.0;0.10855072463768116;;;0.0;True
602;BMW;220;2015-06-01;13950.0;Sehr guter Preis;121900.0;Automatik;Diesel;5.2;155.0;190.0;0.11443806398687449;8.58;1587.94;2868.66;True
603;Opel;Insignia;2019-12-01;9999.0;Sehr guter Preis;184000.0;Schaltgetriebe;Diesel;5.9;154.0;136.0;0.05434239130434783;9.735;1801.7;2850.15;True
604;Audi;Q3;2015-03-01;14950.0;Sehr guter Preis;119176.0;Schaltgetriebe;Diesel;;;150.0;0.12544472041350607;;;;True
605;Audi;A6;2015-07-01;24940.0;Sehr guter Preis;169500.0;Automatik;Diesel;6.2;164.0;326.0;0.1471386430678466;10.23;1893.31;3035.22;True
606;Mercedes-Benz;E 400;2015-04-01;26850.0;Fairer Preis;108400.0;Automatik;Benzin;7.2;170.0;333.0;0.24769372693726938;12.744;2358.59;3146.27;True
607;Mitsubishi;Outlander;2017-01-01;14950.0;Sehr guter Preis;134600.0;Schaltgetriebe;Diesel;5.4;143.0;150.0;0.11106983655274888;8.91;1649.01;2646.57;True
608;Audi;A3;2015-04-01;15480.0;Sehr guter Preis;85850.0;Automatik;Benzin;4.4;116.0;179.0;0.18031450203843913;7.788000000000001;1441.36;2146.86;True
609;Mitsubishi;Space Star;2019-03-01;5450.0;Sehr guter Preis;70200.0;Schaltgetriebe;Benzin;4.2;96.0;71.0;0.07763532763532764;7.434;1375.84;1776.72;True
610;Porsche;Macan;2015-05-01;22900.0;Keine Information;241222.0;Automatik;Diesel;6.3;167.0;258.0;0.0949332979578977;10.395;1923.85;3090.75;True
611;Fiat;Scudo;2014-02-01;8950.0;Guter Preis;155000.0;Schaltgetriebe;Diesel;;;128.0;0.057741935483870965;;;;True
612;BMW;X6;2017-02-01;29900.0;Guter Preis;154000.0;Automatik;Diesel;7.0;183.0;258.0;0.19415584415584416;11.549999999999999;2137.61;3386.86;True
613;BMW;525;2013-03-01;10850.0;Sehr guter Preis;224335.0;Automatik;Diesel;5.4;142.0;218.0;0.048365168163683775;8.91;1649.01;2628.06;True
614;Renault;Megane;2016-05-01;8990.0;Guter Preis;106656.0;Schaltgetriebe;Benzin;5.4;120.0;101.0;0.08428967896789678;9.558000000000002;1768.94;2220.89;True
615;Opel;Insignia;2014-01-01;5990.0;Fairer Preis;193545.0;Schaltgetriebe;Diesel;;;140.0;0.03094887493864476;;;;True
616;Ford;Galaxy;2014-11-01;7990.0;Keine Information;234000.0;Automatik;Diesel;5.3;140.0;163.0;0.034145299145299145;8.745;1618.48;2591.04;True
617;Mercedes-Benz;E 200;2014-04-01;14900.0;Sehr guter Preis;149989.0;Automatik;Benzin;6.1;142.0;184.0;0.09934061831200955;10.796999999999999;1998.25;2628.06;True
618;Toyota;Hilux;2015-03-01;18980.0;Guter Preis;220497.0;Automatik;Diesel;;;171.0;0.08607826863857558;;;;True
619;Hyundai;iX35;2013-02-01;9940.0;Guter Preis;75800.0;Schaltgetriebe;Benzin;6.8;161.0;135.0;0.13113456464379947;12.036;2227.56;2979.7;True
620;BMW;520;2017-02-01;13980.0;Keine Information;180000.0;Automatik;Diesel;4.6;121.0;190.0;0.07766666666666666;7.589999999999999;1404.72;2239.4;True
621;Audi;S5;2014-02-01;23140.0;Guter Preis;115084.0;Automatik;Benzin;9.4;190.0;333.0;0.20107052240102882;16.638;3079.27;3516.42;True
622;Volkswagen;Phaeton;2013-02-01;18990.0;Fairer Preis;139900.0;Automatik;Benzin;12.5;296.0;334.0;0.1357398141529664;22.125;4094.77;5478.21;False
623;Renault;Clio;2016-05-01;6990.0;Keine Information;116200.0;Schaltgetriebe;Benzin;5.6;133.0;73.0;0.06015490533562823;9.911999999999999;1834.46;2461.49;True
624;Volkswagen;Polo;2016-12-01;9877.0;Guter Preis;73850.0;Schaltgetriebe;Benzin;4.7;107.0;90.0;0.13374407582938388;8.319;1539.64;1980.3;True
625;Peugeot;3008;2019-03-01;13990.0;Guter Preis;181260.0;Automatik;Diesel;;;131.0;0.07718194858214719;;;;True
626;Skoda;Fabia;2019-02-01;8800.0;Sehr guter Preis;98747.0;Schaltgetriebe;Benzin;4.8;109.0;75.0;0.08911663139133341;8.496;1572.39;2017.31;True
627;Opel;Zafira Tourer;2013-06-01;11990.0;Sehr guter Preis;119210.0;Automatik;Diesel;6.0;159.0;165.0;0.10057881050247462;9.899999999999999;1832.24;2942.69;True
628;Volkswagen;Touran;2013-10-01;6490.0;Fairer Preis;280956.0;Schaltgetriebe;Diesel;4.6;121.0;105.0;0.023099702444510883;7.589999999999999;1404.72;2239.4;True
629;Volkswagen;T6 Kombi;2015-10-01;20989.0;Sehr guter Preis;149750.0;Schaltgetriebe;Diesel;6.0;;150.0;0.1401602671118531;9.899999999999999;1832.24;;True
630;Mercedes-Benz;E 220;2016-04-01;26990.0;Sehr guter Preis;138000.0;Automatik;Diesel;3.9;102.0;194.0;0.19557971014492753;6.435;1190.95;1887.76;True
631;BMW;X6;2014-09-01;26880.0;Sehr guter Preis;68520.0;Automatik;Diesel;7.4;195.0;245.0;0.3922942206654991;12.209999999999999;2259.76;3608.95;True
632;Fiat;Panda;2016-01-01;6980.0;Guter Preis;53000.0;Schaltgetriebe;Benzin;;;69.0;0.13169811320754718;;;;True
633;Renault;Clio;2014-03-01;4990.0;Fairer Preis;160794.0;Schaltgetriebe;Benzin;4.5;107.0;90.0;0.03103349627473662;7.965;1474.12;1980.3;True
634;Renault;Scenic;2015-03-01;7480.0;Sehr guter Preis;151011.0;Schaltgetriebe;Diesel;4.7;122.0;131.0;0.0495328154902623;7.755;1435.25;2257.91;True
635;Mercedes-Benz;;2014-07-01;13980.0;Fairer Preis;124100.0;Automatik;Benzin;;;122.0;0.11265108783239323;;;;True
636;Mercedes-Benz;CLA 200;2015-03-01;18850.0;Fairer Preis;116000.0;Automatik;Benzin;5.7;135.0;156.0;0.1625;10.089;1867.22;2498.51;True
637;BMW;116;2014-02-01;7900.0;Guter Preis;136017.0;Schaltgetriebe;Benzin;;;136.0;0.05808097517222112;;;;True
638;Volkswagen;Polo;2019-05-01;8995.0;Guter Preis;157000.0;Schaltgetriebe;Benzin;4.8;110.0;80.0;0.05729299363057325;8.496;1572.39;2035.82;True
639;Nissan;Juke;2014-09-01;5990.0;Erhöhter Preis;185000.0;Schaltgetriebe;Benzin;6.0;138.0;94.0;0.03237837837837838;10.620000000000001;1965.49;2554.03;True
640;Renault;Clio;2014-07-01;10590.0;Fairer Preis;66692.0;Automatik;Benzin;;;120.0;0.1587896599292269;;;;True
641;Mercedes-Benz;S 63 AMG;2014-06-01;33900.0;Keine Information;199000.0;Automatik;Benzin;10.3;244.0;585.0;0.17035175879396985;18.231;3374.09;4515.82;True
642;SEAT;Altea;2013-03-01;7980.0;Sehr guter Preis;123000.0;Schaltgetriebe;Diesel;;0.0;140.0;0.06487804878048781;;;0.0;True
643;Mercedes-Benz;S 400;;;Keine Information;;Keine Information;Keine Information;;;;;;;;True
644;Audi;Q3;2018-05-01;18890.0;Sehr guter Preis;79805.0;Schaltgetriebe;Diesel;;;150.0;0.23670196103001065;;;;True
645;Audi;Q3;2015-03-01;13500.0;Fairer Preis;223210.0;Automatik;Diesel;5.5;144.0;184.0;0.06048116123829578;9.075;1679.55;2665.07;True
646;Audi;A5;2016-09-01;19250.0;Sehr guter Preis;139864.0;Automatik;Diesel;5.7;151.0;245.0;0.13763370130984384;9.405;1740.63;2794.63;True
647;Opel;Corsa;2015-10-01;7990.0;Sehr guter Preis;73935.0;Schaltgetriebe;Benzin;;;116.0;0.10806789747751404;;;;True
648;Mercedes-Benz;E 220;2014-01-01;18990.0;Fairer Preis;124600.0;Automatik;Diesel;4.4;117.0;170.0;0.15240770465489567;7.26;1343.64;2165.37;True
649;Mercedes-Benz;B 180;2013-04-01;8380.0;Sehr guter Preis;174395.0;Automatik;Diesel;4.6;122.0;109.0;0.048051836348519165;7.589999999999999;1404.72;2257.91;True
650;Ford;Mondeo;2015-12-01;12495.0;Sehr guter Preis;135435.0;Schaltgetriebe;Diesel;4.5;119.0;179.0;0.09225827887916713;7.425;1374.18;2202.39;True
651;BMW;X1;2014-07-01;8900.0;Fairer Preis;171400.0;Schaltgetriebe;Benzin;7.7;182.0;150.0;0.051925320886814466;13.629000000000001;2522.38;3368.36;True
652;Renault;Megane;2017-05-01;11790.0;Sehr guter Preis;93252.0;Automatik;Benzin;;;132.0;0.12643160468408185;;;;True
653;Audi;A6;2013-07-01;14990.0;Guter Preis;169378.0;Automatik;Diesel;5.7;151.0;204.0;0.08850027748586003;9.405;1740.63;2794.63;True
654;Mitsubishi;ASX;2016-02-01;9999.0;Sehr guter Preis;83500.0;Schaltgetriebe;Benzin;;;117.0;0.11974850299401198;;;;True
655;Mercedes-Benz;Citan;2017-05-01;6390.0;Guter Preis;167300.0;Schaltgetriebe;Diesel;4.3;112.0;75.0;0.03819485953377167;7.095;1313.1;2072.84;True
656;Mitsubishi;Space Star;2021-07-01;8990.0;Sehr guter Preis;13711.0;Schaltgetriebe;Benzin;5.0;113.0;71.0;0.6556779228356794;8.85;1637.91;2091.34;True
657;Audi;Q3;2014-11-01;13900.0;Fairer Preis;154000.0;Schaltgetriebe;Diesel;;137.0;140.0;0.09025974025974026;;;2535.52;True
658;Opel;Vivaro;2017-11-01;8990.0;Keine Information;160050.0;Schaltgetriebe;Diesel;6.2;165.0;145.0;0.05616994689159638;10.23;1893.31;3053.73;True
